doctor_id,hospital_id,doctor_name,speciality,experience_years,rating,doctor_fees
13277,2656,Dr. Alok Pandya,General Medicine,13,4,650
13278,2656,Dr. Nikhil Kumar,Neurology,3,3.8,200
13279,2656,Dr. Rajesh More,Ophthalmology,9,4.4,550
13280,2656,Dr. Nidhi Swamy,Orthopedics,2,3.6,200
13281,2657,Dr. Aarti Shah,Nephrology,11,4.2,600
13282,2657,Dr. Foram Reddy,General Medicine,7,3.8,400
13283,2657,Dr. Ritu Mehta,General Medicine,26,4.7,1050
13284,2657,Dr. Arjun Patil,Urology,4,3.5,250
13285,2657,Dr. Pallavi Kapadia,ENT,19,4.7,1000
13286,2658,Dr. Madhuri Thakkar,Oncology,3,3,200
13287,2658,Dr. Ashok Desai,General Medicine,12,4.7,600
13288,2658,Dr. Nitin Sharma,ENT,5,4.1,300
13289,2658,Dr. Aarti Swamy,Orthopedics,1,4,200
13290,2658,Dr. Ashok Gandhi,Cardiology,5,4.3,350
13291,2659,Dr. Pankaj Shukla,Neurology,8,3.8,350
13292,2659,Dr. Amit Mishra,Ophthalmology,1,3.3,200
13293,2659,Dr. Gaurav Kapadia,Neurology,39,4.4,1400
13294,2659,Dr. Kunal Gupta,Psychiatry,16,4.1,800
13295,2659,Dr. Varun Patel,Pediatrics,6,4.1,400
13296,2660,Dr. Foram Kumar,Orthopedics,3,3.9,200
13297,2660,Dr. Sonal Modi,Neurology,5,4.2,350
13298,2660,Dr. Manish Shah,Psychiatry,5,3.8,300
13299,2660,Dr. Anita Kapadia,Ophthalmology,8,3.9,400
13300,2660,Dr. Richa Dave,Orthopedics,1,3.4,200
13301,2661,Dr. Sunil Prajapati,Nephrology,2,3.8,200
13302,2661,Dr. Archana Phadke,Cardiology,7,3.6,350
13303,2661,Dr. Sonal Barve,Oncology,18,4.3,900
13304,2661,Dr. Siddharth Pawar,Orthopedics,32,4.4,1450
13305,2661,Dr. Rajesh Shinde,Pediatrics,3,3.2,200
13306,2662,Dr. Sanjay Rao,General Medicine,7,4,550
13307,2662,Dr. Karthik Thakkar,General Medicine,10,4.6,800
13308,2662,Dr. Harsh Pandya,Orthopedics,4,4,450
13309,2662,Dr. Anjali Menon,Neurology,6,3.6,400
13310,2662,Dr. Kunal Rao,Orthopedics,6,4,450
13311,2663,Dr. Sneha Shinde,Orthopedics,19,4.7,850
13312,2663,Dr. Anil Krishnan,Gynaecology,8,3.6,350
13313,2663,Dr. Tejal Dave,Ophthalmology,2,3.5,200
13314,2663,Dr. Neha Patil,Pediatrics,8,3.8,350
13315,2663,Dr. Anita Tripathi,Gynaecology,24,4.3,1100
13316,2664,Dr. Rakesh Reddy,Gynaecology,2,3,200
13317,2664,Dr. Archana Sharma,General Medicine,5,3.6,500
13318,2664,Dr. Rahul Pawar,Oncology,6,4.1,750
13319,2664,Dr. Rahul Patel,Psychiatry,18,4.3,1500
13320,2664,Dr. Tejal Majumdar,Neurology,9,4.4,1000
13321,2665,Dr. Anita Amin,Dermatology,6,3.6,450
13322,2665,Dr. Tejal Jadhav,Orthopedics,20,4.9,1350
13323,2665,Dr. Priya Choudhary,Orthopedics,5,3.8,400
13324,2665,Dr. Foram Ranade,Urology,3,3.7,300
13325,2665,Dr. Sanjay More,Orthopedics,15,4.3,900
13326,2666,Dr. Nikhil Thakur,General Medicine,1,3.3,200
13327,2666,Dr. Karthik Patel,General Medicine,15,4.2,800
13328,2666,Dr. Mansi Pawar,Pulmonology,18,4.8,900
13329,2666,Dr. Priya Kulkarni,Cardiology,12,4.5,550
13330,2666,Dr. Amit Vora,Neurology,2,3.9,200
13331,2667,Dr. Alok Krishnan,Neurology,2,3.7,200
13332,2667,Dr. Swati Panchal,Gastroenterology,27,4.3,1250
13333,2667,Dr. Amit Choudhary,Nephrology,3,3,200
13334,2667,Dr. Foram Choudhary,Urology,3,3.1,200
13335,2667,Dr. Deepak Murthy,Ophthalmology,2,3.7,200
13336,2668,Dr. Amit Shah,Orthopedics,1,3.4,200
13337,2668,Dr. Sneha Modi,Neurology,1,3.3,200
13338,2668,Dr. Sneha Barve,Psychiatry,9,4.2,450
13339,2668,Dr. Mohit Tripathi,Gastroenterology,19,4.7,850
13340,2668,Dr. Amit Modi,General Medicine,1,3.6,200
13341,2669,Dr. Sunita Shinde,Pediatrics,3,3.1,200
13342,2669,Dr. Pallavi Thakur,Cardiology,13,4.3,600
13343,2669,Dr. Harsh Menon,Ophthalmology,18,4.2,900
13344,2669,Dr. Priya Reddy,Neurology,6,4.1,400
13345,2669,Dr. Richa Rao,Pediatrics,8,3.9,350
13346,2670,Dr. Ashok Panchal,Gynaecology,12,4.5,600
13347,2670,Dr. Rakesh Menon,Nephrology,6,4.4,400
13348,2670,Dr. Rohan Reddy,Pediatrics,15,4.4,800
13349,2670,Dr. Mansi Shah,General Medicine,5,3.7,300
13350,2670,Dr. Sunita More,Cardiology,9,4,450
13351,2671,Dr. Pooja Bhatt,Gynaecology,4,3.8,350
13352,2671,Dr. Anil Joshi,Cardiology,2,3.3,200
13353,2671,Dr. Rohan Kulkarni,Neurology,34,4.5,2050
13354,2671,Dr. Mansi Choudhary,Pediatrics,7,4.2,550
13355,2671,Dr. Arjun Prajapati,Cardiology,6,3.8,450
13356,2672,Dr. Vidya Parikh,General Medicine,8,3.8,700
13357,2672,Dr. Kavita Goud,Gastroenterology,10,4.8,1050
13358,2672,Dr. Karthik Phadke,Nephrology,16,4.7,1650
13359,2672,Dr. Sonal Patil,Neurology,7,4.1,750
13360,2672,Dr. Tejal Menon,Cardiology,8,4,750
13361,2673,Dr. Madhuri Joshi,Orthopedics,8,3.8,400
13362,2673,Dr. Siddharth Jadhav,Urology,4,3.1,200
13363,2673,Dr. Vikram Choudhary,Gynaecology,8,3.9,450
13364,2673,Dr. Richa Yadav,Ophthalmology,4,3.5,250
13365,2673,Dr. Sneha Rao,Ophthalmology,4,4,300
13366,2674,Dr. Alok Phadke,Gynaecology,3,3.2,300
13367,2674,Dr. Anjali Joshi,Pediatrics,15,4.2,1450
13368,2674,Dr. Pooja Shah,Orthopedics,5,3.9,600
13369,2674,Dr. Amit Pandya,Pediatrics,7,4.3,900
13370,2674,Dr. Sunita Amin,Oncology,3,3.7,400
13371,2675,Dr. Ashok Naik,Pediatrics,14,4.7,700
13372,2675,Dr. Aditya Reddy,Neurology,1,3.9,200
13373,2675,Dr. Sameer Tripathi,Psychiatry,17,4.4,700
13374,2675,Dr. Pooja Thakkar,Dermatology,16,4,750
13375,2675,Dr. Alok Pandey,Pediatrics,14,4.6,700
13376,2676,Dr. Anil Kulkarni,Urology,1,3.8,200
13377,2676,Dr. Meera Iyer,Cardiology,6,4.4,450
13378,2676,Dr. Vidya Desai,Pediatrics,4,3.8,250
13379,2676,Dr. Ritu Sharma,Pulmonology,20,4.3,750
13380,2676,Dr. Vidya Bhatt,Gynaecology,1,3.1,200
13381,2677,Dr. Sneha Majumdar,General Medicine,37,4.8,1650
13382,2677,Dr. Sonal Thakur,Gynaecology,6,4,400
13383,2677,Dr. Mansi Amin,Cardiology,18,4.4,750
13384,2677,Dr. Priya Yadav,Cardiology,6,3.7,300
13385,2677,Dr. Vikram Jadhav,Ophthalmology,33,4.3,1350
13386,2678,Dr. Aditya Singh,Orthopedics,7,4.3,400
13387,2678,Dr. Sneha Pawar,Pediatrics,23,4.4,1000
13388,2678,Dr. Sameer Nair,Cardiology,21,4.3,950
13389,2678,Dr. Foram Bhatt,Cardiology,27,4.6,1200
13390,2678,Dr. Sneha Jadhav,General Medicine,9,4.2,450
13391,2679,Dr. Pankaj Kapadia,Orthopedics,18,4.4,1300
13392,2679,Dr. Madhuri Dave,Cardiology,8,4.5,750
13393,2679,Dr. Pooja Shinde,Neurology,4,3.9,400
13394,2679,Dr. Sanjay Deshpande,ENT,12,4.7,1050
13395,2679,Dr. Foram Patil,Gynaecology,5,3.9,400
13396,2680,Dr. Amit Rao,Nephrology,14,4.1,700
13397,2680,Dr. Siddharth Kothari,Pediatrics,18,4.2,800
13398,2680,Dr. Alok Tripathi,Gastroenterology,9,3.8,450
13399,2680,Dr. Aarti Thakkar,Neurology,4,3.4,200
13400,2680,Dr. Sunita Thakkar,Neurology,5,4.2,350
13401,2681,Dr. Manish Parikh,Cardiology,4,3.7,250
13402,2681,Dr. Arjun Mishra,General Medicine,18,4.2,750
13403,2681,Dr. Tejal Krishnan,Dermatology,21,4.5,900
13404,2681,Dr. Sameer Reddy,Pediatrics,14,4.6,650
13405,2681,Dr. Karthik Singh,Neurology,15,4.3,700
13406,2682,Dr. Swati Ranade,Neurology,4,3,200
13407,2682,Dr. Amit Modi,Urology,4,3.5,250
13408,2682,Dr. Karthik Desai,Psychiatry,40,4.6,2150
13409,2682,Dr. Vikram Joshi,Pediatrics,3,3.3,200
13410,2682,Dr. Mansi Soni,ENT,13,4.2,900
13411,2683,Dr. Vikram Venkat,Orthopedics,15,4.8,800
13412,2683,Dr. Rupal Desai,Gynaecology,7,3.9,300
13413,2683,Dr. Tejal Parikh,Nephrology,24,4.3,950
13414,2683,Dr. Varun Modi,Orthopedics,40,4.6,1750
13415,2683,Dr. Shilpa Jadhav,Gastroenterology,17,4.3,750
13416,2684,Dr. Anil Krishnan,Pediatrics,11,4.6,650
13417,2684,Dr. Rakesh Gupta,Pulmonology,8,4.4,500
13418,2684,Dr. Sunil Dubey,Oncology,1,3.7,200
13419,2684,Dr. Kunal Amin,Cardiology,7,4.1,400
13420,2684,Dr. Ashok Thakkar,Gynaecology,29,4.4,1100
13421,2685,Dr. Foram Menon,General Medicine,14,4.3,700
13422,2685,Dr. Amit Gandhi,Urology,14,4.7,750
13423,2685,Dr. Kavita More,Ophthalmology,9,3.8,450
13424,2685,Dr. Rakesh Kumar,Gynaecology,7,4.5,450
13425,2685,Dr. Ashok Choudhary,Pulmonology,8,4.1,500
13426,2686,Dr. Amit Parikh,General Medicine,37,4.3,1500
13427,2686,Dr. Siddharth Deshpande,General Medicine,4,4,250
13428,2686,Dr. Rupal Shinde,Urology,14,4.6,800
13429,2686,Dr. Usha Desai,Gynaecology,39,4.6,1600
13430,2686,Dr. Aarti Deshpande,Cardiology,4,3.1,200
13431,2687,Dr. Suresh Thakur,Oncology,3,3.8,200
13432,2687,Dr. Alok Mehta,Cardiology,1,3.1,200
13433,2687,Dr. Gaurav Iyer,Neurology,17,4.2,750
13434,2687,Dr. Swati Kulkarni,Cardiology,10,4.1,450
13435,2687,Dr. Tarun Patel,Cardiology,3,4,250
13436,2688,Dr. Deepak Vora,General Medicine,2,3.9,350
13437,2688,Dr. Foram Panchal,Urology,19,4.6,1600
13438,2688,Dr. Sonal Nair,Pediatrics,20,4.3,1500
13439,2688,Dr. Pooja Pandey,Psychiatry,1,3.3,200
13440,2688,Dr. Rakesh Joshi,General Medicine,4,3.9,500
13441,2689,Dr. Suresh Soni,Dermatology,13,4.1,550
13442,2689,Dr. Pankaj Thakkar,Gynaecology,8,4.1,450
13443,2689,Dr. Manish Iyer,Neurology,38,4.6,1600
13444,2689,Dr. Suresh More,Oncology,2,3.3,200
13445,2689,Dr. Sunil Shinde,Cardiology,16,4.3,850
13446,2690,Dr. Sunil Kumar,Cardiology,14,4,1150
13447,2690,Dr. Sneha Joshi,General Medicine,2,3.1,200
13448,2690,Dr. Pooja Mehta,ENT,4,3.6,450
13449,2690,Dr. Sneha Raval,Oncology,5,4.2,650
13450,2690,Dr. Rajesh Murthy,Orthopedics,15,4.5,1250
13451,2691,Dr. Nitin Phadke,Orthopedics,6,3.7,250
13452,2691,Dr. Manish Modi,General Medicine,8,3.9,450
13453,2691,Dr. Kavita Desai,Gastroenterology,4,3.3,200
13454,2691,Dr. Varun Singh,Gynaecology,3,3.5,200
13455,2691,Dr. Rajesh Verma,Neurology,17,4.7,850
13456,2692,Dr. Foram Kothari,General Medicine,18,4.3,750
13457,2692,Dr. Manish Pandya,ENT,22,4.5,1100
13458,2692,Dr. Deepak Choudhary,Cardiology,5,3.8,300
13459,2692,Dr. Divya Swamy,Pulmonology,2,3.1,200
13460,2692,Dr. Tejal Mehta,Neurology,5,3.9,350
13461,2693,Dr. Tarun Pandey,Pulmonology,11,4.4,600
13462,2693,Dr. Rakesh Nair,Cardiology,5,4.1,300
13463,2693,Dr. Meera Menon,General Medicine,14,4.5,700
13464,2693,Dr. Aarti Barve,Urology,8,4,400
13465,2693,Dr. Sunil Patel,Oncology,14,4.2,550
13466,2694,Dr. Pallavi Desai,Oncology,14,4.7,750
13467,2694,Dr. Siddharth Desai,Ophthalmology,8,3.8,400
13468,2694,Dr. Mohit Panchal,Neurology,19,4.7,1000
13469,2694,Dr. Usha Shukla,Pulmonology,8,4.3,450
13470,2694,Dr. Tarun Kothari,Pediatrics,12,4.3,550
13471,2695,Dr. Sneha Kumar,General Medicine,7,3.6,500
13472,2695,Dr. Swati Nair,General Medicine,9,4.3,700
13473,2695,Dr. Aarti Prajapati,Cardiology,2,3.5,200
13474,2695,Dr. Gaurav Venkat,Pediatrics,2,4,300
13475,2695,Dr. Vikram Parikh,Dermatology,18,4.2,1100
13476,2696,Dr. Mansi Thakkar,Orthopedics,17,4.1,800
13477,2696,Dr. Nikhil Krishnan,Orthopedics,4,3.7,250
13478,2696,Dr. Sanjay Kulkarni,General Medicine,3,3.6,200
13479,2696,Dr. Kunal Rao,Cardiology,2,3.3,200
13480,2696,Dr. Rajesh Reddy,Orthopedics,4,3.6,200
13481,2697,Dr. Sanjay Rao,Cardiology,7,4.1,350
13482,2697,Dr. Karthik Barve,Orthopedics,7,3.7,300
13483,2697,Dr. Rajesh Barve,Neurology,6,3.8,300
13484,2697,Dr. Foram Venkat,Oncology,17,4.6,800
13485,2697,Dr. Neha Ranade,Pulmonology,21,4.8,1050
13486,2698,Dr. Sunita Murthy,Orthopedics,8,4.3,500
13487,2698,Dr. Swati Phadke,Pediatrics,6,3.9,300
13488,2698,Dr. Nitin Thakkar,Cardiology,2,3.3,200
13489,2698,Dr. Richa Amin,Gynaecology,40,4.4,1700
13490,2698,Dr. Siddharth Vora,Orthopedics,17,4.7,800
13491,2699,Dr. Usha Naidu,Ophthalmology,3,3.8,250
13492,2699,Dr. Richa Kulkarni,Orthopedics,2,3.1,200
13493,2699,Dr. Archana Rao,Neurology,5,4.2,350
13494,2699,Dr. Suresh Shah,Orthopedics,29,4.7,1150
13495,2699,Dr. Anil Barve,Pediatrics,4,3.2,200
13496,2700,Dr. Sanjay Singh,Gynaecology,6,4.5,450
13497,2700,Dr. Rohan Reddy,Gastroenterology,3,3.5,200
13498,2700,Dr. Pooja Mehta,Pediatrics,4,3.3,200
13499,2700,Dr. Nitin Modi,Psychiatry,7,3.7,300
13500,2700,Dr. Rajesh Barve,General Medicine,10,4.5,500
13501,2701,Dr. Anjali Patil,Urology,9,3.8,400
13502,2701,Dr. Tarun Joshi,Gynaecology,27,4.9,1350
13503,2701,Dr. Divya Trivedi,Neurology,11,4.2,500
13504,2701,Dr. Deepak Shukla,Neurology,19,4.4,750
13505,2701,Dr. Rahul Majumdar,General Medicine,28,4.6,1150
13506,2702,Dr. Rajesh Gupta,Nephrology,4,3.4,200
13507,2702,Dr. Nikhil Joshi,General Medicine,2,3.9,200
13508,2702,Dr. Rajesh Shah,Ophthalmology,8,4.4,450
13509,2702,Dr. Tejal Pandya,Oncology,26,4.7,1250
13510,2702,Dr. Vidya Pandey,Gastroenterology,36,4.7,1450
13511,2703,Dr. Sunil Tripathi,Gastroenterology,39,4.8,1400
13512,2703,Dr. Varun Dave,Neurology,1,3.5,200
13513,2703,Dr. Arjun Bhatt,Oncology,18,4,700
13514,2703,Dr. Divya Nair,Orthopedics,4,3.8,250
13515,2703,Dr. Sanjay Kothari,Neurology,39,4.7,1400
13516,2704,Dr. Nidhi Deshpande,General Medicine,16,4.8,800
13517,2704,Dr. Rajesh Dubey,General Medicine,12,4.2,650
13518,2704,Dr. Arjun Panchal,Cardiology,4,3.4,200
13519,2704,Dr. Rupal Iyer,Oncology,15,4.1,700
13520,2704,Dr. Sameer Panchal,General Medicine,3,3.7,200
13521,2705,Dr. Arjun Mehta,Dermatology,3,3.5,200
13522,2705,Dr. Alok Menon,Ophthalmology,22,4.2,900
13523,2705,Dr. Archana Menon,Neurology,13,4.1,700
13524,2705,Dr. Usha Kapadia,Psychiatry,16,4.2,650
13525,2705,Dr. Anita Pandya,Neurology,6,4.1,400
13526,2706,Dr. Gaurav Soni,Psychiatry,10,4.6,600
13527,2706,Dr. Pankaj Pawar,General Medicine,9,4,450
13528,2706,Dr. Varun Gandhi,Urology,11,4.2,550
13529,2706,Dr. Alok Patel,Pediatrics,33,4.9,1500
13530,2706,Dr. Sonal Raval,Cardiology,19,4.4,800
13531,2707,Dr. Priya Venkat,Orthopedics,8,4.5,500
13532,2707,Dr. Usha Pandey,Pediatrics,13,4.3,700
13533,2707,Dr. Harsh Choudhary,Gynaecology,34,4.2,1500
13534,2707,Dr. Neha Kapadia,Nephrology,1,3.5,200
13535,2707,Dr. Tarun Kothari,Orthopedics,10,4.3,600
13536,2708,Dr. Madhuri Parikh,Orthopedics,9,3.9,500
13537,2708,Dr. Anil Thakkar,General Medicine,21,4.6,1000
13538,2708,Dr. Usha Murthy,Pulmonology,12,4.8,750
13539,2708,Dr. Rupal Trivedi,Gynaecology,13,4.2,700
13540,2708,Dr. Rupal Shah,General Medicine,20,4.9,1000
13541,2709,Dr. Pallavi Nair,ENT,3,3.1,200
13542,2709,Dr. Usha Swamy,Nephrology,9,3.6,800
13543,2709,Dr. Vidya More,Nephrology,3,4,500
13544,2709,Dr. Swati Venkat,Ophthalmology,15,4.7,1300
13545,2709,Dr. Anita Singh,Ophthalmology,29,4.6,2250
13546,2710,Dr. Gaurav Bhatt,Gynaecology,9,4.1,500
13547,2710,Dr. Anjali Phadke,General Medicine,3,3.8,250
13548,2710,Dr. Rupal Nair,Psychiatry,14,4.6,800
13549,2710,Dr. Archana Thakkar,Oncology,35,4.9,1300
13550,2710,Dr. Anil Kapadia,Neurology,4,3.5,200
13551,2711,Dr. Pallavi Jadhav,Neurology,6,3.7,350
13552,2711,Dr. Rupal Singh,Ophthalmology,31,4.9,1500
13553,2711,Dr. Foram Deshpande,Orthopedics,14,4,650
13554,2711,Dr. Rohan Pandey,Orthopedics,11,4.3,550
13555,2711,Dr. Sameer Naidu,Orthopedics,4,3.7,200
13556,2712,Dr. Kavita Raval,Cardiology,12,4.6,700
13557,2712,Dr. Meera Dubey,General Medicine,5,4.2,300
13558,2712,Dr. Rohan Iyer,Pediatrics,17,4.5,800
13559,2712,Dr. Vikram Vora,General Medicine,38,4.5,1400
13560,2712,Dr. Neha Raval,Orthopedics,4,3.3,200
13561,2713,Dr. Amit Bhatt,Nephrology,2,3.9,200
13562,2713,Dr. Gaurav Patil,Orthopedics,1,3,200
13563,2713,Dr. Tejal Shukla,Orthopedics,8,4.1,450
13564,2713,Dr. Sneha Phadke,Gastroenterology,6,3.5,300
13565,2713,Dr. Manish Pandey,Pulmonology,23,4.2,1000
13566,2714,Dr. Anita Ranade,Pulmonology,10,4.7,550
13567,2714,Dr. Shilpa Goud,Gynaecology,1,3.9,200
13568,2714,Dr. Usha Pawar,Psychiatry,2,3.6,200
13569,2714,Dr. Sunita Rao,Oncology,9,4.1,500
13570,2714,Dr. Rupal Naidu,Pediatrics,20,4.3,950
13571,2715,Dr. Ashok More,Neurology,12,4.5,1100
13572,2715,Dr. Ranjana Barve,Neurology,11,4.1,1050
13573,2715,Dr. Amit Trivedi,Pediatrics,9,4.2,900
13574,2715,Dr. Kavita Nair,Pediatrics,7,4.1,850
13575,2715,Dr. Ritu Goud,Gastroenterology,2,3.9,400
13576,2716,Dr. Anil Shah,Gastroenterology,4,3.5,250
13577,2716,Dr. Mohit Yadav,Cardiology,11,4.5,550
13578,2716,Dr. Vidya Trivedi,Oncology,6,4.2,400
13579,2716,Dr. Rupal Vora,Gastroenterology,6,4.1,400
13580,2716,Dr. Vikram Joshi,ENT,25,4.5,1050
13581,2717,Dr. Sanjay Vora,Oncology,11,4.6,700
13582,2717,Dr. Deepak Dubey,Urology,1,3.5,200
13583,2717,Dr. Sonal Amin,Neurology,4,3.5,200
13584,2717,Dr. Sunil Pandey,Orthopedics,6,4.1,400
13585,2717,Dr. Tejal Gandhi,Urology,15,4.4,700
13586,2718,Dr. Sunita Dubey,Orthopedics,5,4.3,400
13587,2718,Dr. Rahul Deshpande,Neurology,10,4.6,550
13588,2718,Dr. Anil Bhatt,Cardiology,7,4.2,450
13589,2718,Dr. Siddharth Venkat,Cardiology,2,3.5,200
13590,2718,Dr. Varun Pandey,Cardiology,1,3.7,200
13591,2719,Dr. Kavita Majumdar,Orthopedics,37,4.7,1700
13592,2719,Dr. Shilpa Pandya,Pulmonology,14,4.3,600
13593,2719,Dr. Sneha Venkat,Urology,14,4.7,700
13594,2719,Dr. Kavita Goud,Psychiatry,3,3.1,200
13595,2719,Dr. Amit Kothari,ENT,6,3.9,350
13596,2720,Dr. Anjali Naik,Oncology,16,4.8,750
13597,2720,Dr. Alok Singh,Nephrology,8,3.6,350
13598,2720,Dr. Kunal Shah,Ophthalmology,4,3.3,200
13599,2720,Dr. Anil Prajapati,Neurology,5,4.2,400
13600,2720,Dr. Kunal Dubey,Ophthalmology,9,3.9,450
13601,2721,Dr. Rahul Krishnan,Oncology,1,3.4,200
13602,2721,Dr. Madhuri Pandya,Pediatrics,3,3.4,200
13603,2721,Dr. Deepak Yadav,Orthopedics,8,3.6,400
13604,2721,Dr. Anil Kapadia,Psychiatry,9,4.2,450
13605,2721,Dr. Sanjay Prajapati,Orthopedics,32,4.9,1550
13606,2722,Dr. Amit Kothari,Oncology,11,4.2,500
13607,2722,Dr. Usha Thakkar,General Medicine,38,4.6,1400
13608,2722,Dr. Gaurav Patel,Nephrology,30,4.4,1300
13609,2722,Dr. Pankaj Sharma,Dermatology,10,4.3,600
13610,2722,Dr. Swati Raval,Pulmonology,11,4.3,500
13611,2723,Dr. Nikhil Thakkar,General Medicine,37,4.8,2250
13612,2723,Dr. Tejal Panchal,Cardiology,8,4.3,650
13613,2723,Dr. Anjali Panchal,Pediatrics,3,3.4,250
13614,2723,Dr. Sunita Prajapati,Orthopedics,4,3.1,200
13615,2723,Dr. Rakesh Thakkar,Nephrology,14,4.5,1000
13616,2724,Dr. Neha Dave,Orthopedics,6,3.6,600
13617,2724,Dr. Mohit Gandhi,Orthopedics,10,4.3,1000
13618,2724,Dr. Nitin Phadke,ENT,5,4.5,750
13619,2724,Dr. Divya Yadav,Nephrology,16,4.3,1350
13620,2724,Dr. Alok Joshi,Orthopedics,21,4.9,2100
13621,2725,Dr. Varun Amin,Pulmonology,19,4.5,1200
13622,2725,Dr. Ranjana Gupta,Orthopedics,13,4.3,1000
13623,2725,Dr. Harsh Trivedi,General Medicine,8,3.8,550
13624,2725,Dr. Foram Nair,Gastroenterology,30,4.4,1900
13625,2725,Dr. Sameer Vora,Cardiology,9,4,700
13626,2726,Dr. Foram Parikh,Orthopedics,31,4.5,2350
13627,2726,Dr. Deepak Jadhav,Dermatology,17,4.3,1400
13628,2726,Dr. Neha Mishra,Gastroenterology,11,4.3,1000
13629,2726,Dr. Siddharth Iyer,Pulmonology,1,3.7,250
13630,2726,Dr. Rohan Modi,ENT,3,3.5,350
13631,2727,Dr. Deepak Bhatt,Cardiology,12,4.3,650
13632,2727,Dr. Deepak Dave,Psychiatry,9,3.9,400
13633,2727,Dr. Suresh Thakkar,Gastroenterology,12,4.2,550
13634,2727,Dr. Sunita Desai,Cardiology,2,3.2,200
13635,2727,Dr. Gaurav Verma,Pediatrics,2,3.4,200
13636,2728,Dr. Karthik Goud,Orthopedics,15,4.2,1050
13637,2728,Dr. Anjali Goud,Ophthalmology,8,3.7,500
13638,2728,Dr. Siddharth Kothari,Cardiology,19,4.1,1250
13639,2728,Dr. Anjali Sharma,Psychiatry,12,4.3,850
13640,2728,Dr. Foram Sharma,Pediatrics,14,4.4,900
13641,2729,Dr. Vidya Pandya,Ophthalmology,1,4,200
13642,2729,Dr. Vidya Jadhav,Gynaecology,9,4,500
13643,2729,Dr. Ashok Prajapati,Pediatrics,3,3.7,200
13644,2729,Dr. Pankaj Raval,Pediatrics,33,4.4,1250
13645,2729,Dr. Kavita Deshpande,Neurology,11,4,450
13646,2730,Dr. Harsh Mehta,ENT,13,4.2,600
13647,2730,Dr. Rupal Soni,Gynaecology,21,4.4,950
13648,2730,Dr. Siddharth Mishra,General Medicine,16,4.5,750
13649,2730,Dr. Swati Joshi,Cardiology,1,3.9,200
13650,2730,Dr. Sunita Rao,Pediatrics,4,3.2,200
13651,2731,Dr. Sunita Menon,Pediatrics,2,3.6,200
13652,2731,Dr. Vikram Joshi,Cardiology,35,4.7,1300
13653,2731,Dr. Richa Yadav,Pediatrics,10,4.3,550
13654,2731,Dr. Nidhi Reddy,General Medicine,1,3.1,200
13655,2731,Dr. Richa Singh,Dermatology,1,3.8,200
13656,2732,Dr. Rohan Modi,Orthopedics,1,3.3,200
13657,2732,Dr. Ashok Mishra,Ophthalmology,19,4.3,950
13658,2732,Dr. Aarti Nair,Neurology,7,4.4,400
13659,2732,Dr. Anjali Patel,Ophthalmology,8,3.5,350
13660,2732,Dr. Richa Yadav,Pulmonology,1,3.8,200
13661,2733,Dr. Rupal Barve,Cardiology,16,4.1,700
13662,2733,Dr. Sanjay Tripathi,Gynaecology,3,3.7,200
13663,2733,Dr. Karthik Gupta,Urology,28,4.5,1050
13664,2733,Dr. Arjun Dubey,Cardiology,4,3.1,200
13665,2733,Dr. Divya Kapadia,Nephrology,16,4.8,700
13666,2734,Dr. Gaurav Vora,Neurology,7,4.3,400
13667,2734,Dr. Pallavi Yadav,Pulmonology,14,4.4,650
13668,2734,Dr. Ritu Thakkar,Gastroenterology,3,3.5,200
13669,2734,Dr. Anita Deshpande,Gynaecology,8,4.1,500
13670,2734,Dr. Nidhi Yadav,General Medicine,29,4.2,1300
13671,2735,Dr. Sneha Shukla,Orthopedics,12,4.4,700
13672,2735,Dr. Alok Shukla,Pediatrics,8,3.6,350
13673,2735,Dr. Nidhi Patil,Ophthalmology,4,3.4,200
13674,2735,Dr. Ranjana Yadav,Cardiology,1,3.6,200
13675,2735,Dr. Kavita Kapadia,Orthopedics,40,4.8,1650
13676,2736,Dr. Alok Ranade,Psychiatry,11,4.6,850
13677,2736,Dr. Sneha Shinde,Neurology,1,3.7,200
13678,2736,Dr. Archana Pawar,Pediatrics,1,3.1,200
13679,2736,Dr. Tejal More,Cardiology,17,4.6,1150
13680,2736,Dr. Divya Phadke,Urology,2,3.3,200
13681,2737,Dr. Sneha Desai,General Medicine,11,4.4,600
13682,2737,Dr. Meera Raval,Oncology,34,4.9,1400
13683,2737,Dr. Shilpa Iyer,Gynaecology,16,4,600
13684,2737,Dr. Nitin Goud,General Medicine,31,4.3,1300
13685,2737,Dr. Alok Panchal,Oncology,3,3.5,200
13686,2738,Dr. Tarun Singh,Gynaecology,9,4.2,500
13687,2738,Dr. Nidhi Verma,Orthopedics,8,4,350
13688,2738,Dr. Ranjana Kulkarni,Dermatology,3,3.9,250
13689,2738,Dr. Kunal Desai,Oncology,4,3.7,250
13690,2738,Dr. Priya Soni,Urology,9,3.6,400
13691,2739,Dr. Mohit Mishra,Gynaecology,10,4.7,800
13692,2739,Dr. Alok Naik,Pediatrics,5,3.7,400
13693,2739,Dr. Rohan Thakkar,Gynaecology,28,4.7,1800
13694,2739,Dr. Rakesh More,Gynaecology,2,3.9,300
13695,2739,Dr. Nidhi Patil,Oncology,6,3.5,450
13696,2740,Dr. Tejal Rao,Nephrology,9,3.9,500
13697,2740,Dr. Rupal Patel,General Medicine,34,4.5,1450
13698,2740,Dr. Foram Patil,Psychiatry,9,4.2,500
